mY,Ligne new,Loc_map,Montee_Weekday_vac,Descente_Weekday_vac
2017/10,10,Lintgen,9596,12382
2017/10,10,Lorentzweiler,7226,8301
2017/10,10,Luxembourg,210914,182028
2017/10,10,Merkholtz,45,0
2017/10,10,Mersch,71164,77212
2017/10,10,Michelau,4060,5017
2017/10,10,Wiltz,50,100
2017/10,10,Schieren,4665,5886
2017/10,10,Troisvierges,15131,18765
2017/10,10,Walferdange,11794,15304
2017/10,10,Wiltz,20054,20894
2017/10,10,Wilwerwiltz,5590,5882
2017/10,30,Betzdorf,2472,2551
2017/10,30,Cents-Hamm,1547,1044
2017/10,30,Igel,1438,2291
2017/10,30,Konz,5404,7390
2017/10,30,Luxembourg,61917,58376
2017/10,30,Manternach,2536,1800
2017/10,30,Mertert,2539,2494
2017/10,30,Munsbach,5769,6373
2017/10,30,Oetrange,2591,3024
2017/10,30,Roodt-sur-Syre,3503,3228
2017/10,30,Contern,8691,11962
2017/10,30,Trier,18030,15090
2017/10,30,Trier,6455,6799
2017/10,30,Wasserbillig,17155,18102
2017/10,30,Wecker,8230,8882
2017/10,50,Arlon,53341,49644
2017/10,50,Bertrange,6954,6172
2017/10,50,Capellen,4640,4094
2017/10,50,Kleinbettingen,10490,8993
2017/10,50,Luxembourg,98069,98480
2017/10,50,Mamer,7292,8021
2017/10,50,Mamer,4870,5362
2017/10,60,Athus,306,0
2017/10,60,Audun-le-Tiche,14439,12117
2017/10,60,Belval,10027,9113
2017/10,60,Belval,3996,3902
2017/10,60,Belval,64623,59057
2017/10,60,Belvaux,3085,3419
2017/10,60,Berchem,14778,19268
2017/10,60,Bettembourg,112391,118632
2017/10,60,Differdange,43069,46978
2017/10,60,Dudelange,11881,10918
2017/10,60,Dudelange,15631,15957
2017/10,60,Dudelange,7626,8485
2017/10,60,Dudelange,29077,25612
2017/10,60,Esch-sur-Alzette,150803,152809
2017/10,60,Kayl,509,440
2017/10,60,Lamadelaine,9673,7994
2017/10,60,Longwy,0,0
2017/10,60,Luxembourg,262978,254479
2017/10,60,Niederkorn,6848,8258
2017/10,60,Noertzange,9208,10220
2017/10,60,Oberkorn,9449,10196
2017/10,60,Pétange,21940,24452
2017/10,60,Rodange,18434,21132
2017/10,60,Rumelange,913,944
2017/10,60,Schifflange,39825,37271
2017/10,60,Tétange,394,238
2017/10,60,Volmerange-les-Mines,4899,4911
2017/10,70,Athus,19167,18028
2017/10,70,NA,301,201
2017/10,70,Bascharage,21517,23807
2017/10,70,Dippach,9862,9673
2017/10,70,NA,892,876
2017/10,70,Hollerich,12724,17687
2017/10,70,Lamadelaine,7136,8461
2017/10,70,Leudelange,2490,2537
2017/10,70,Longwy,16929,24162
2017/10,70,Luxembourg,138519,126606
2017/10,70,Pétange,37947,40971
2017/10,70,Rodange,47827,44355
2017/10,70,Schouweiler,2539,2253
2017/10,70,Virton,2068,1498
2017/10,90,Bettembourg,33722,33801
2017/10,90,Hettange-Grande,26071,25411
2017/10,90,Luxembourg,268047,274421
2017/10,90,Thionville,83339,105043
2017/11,10,Clervaux,12630,13770
2017/11,10,Colmar-Berg,4320,4950
2017/11,10,Cruchten,3090,3600
2017/11,10,Diekirch,26250,20280
2017/11,10,Dommeldange,23640,23910
2017/11,10,Drauffelt,4230,3660
2017/11,10,Ettelbruck,87780,90360
2017/11,10,Goebelsmühle,2520,3030
2017/11,10,Gouvy,1080,180
2017/11,10,Heisdorf,5550,7020
2017/11,10,Kautenbach,41580,41400
2017/11,10,Lintgen,11250,11940
2017/11,10,Lorentzweiler,8520,8100
2017/11,10,Luxembourg,207510,192210
2017/11,10,Merkholtz,0,0
2017/11,10,Mersch,72750,79890
2017/11,10,Michelau,3570,4170
2017/11,10,Wiltz,0,0
2017/11,10,Schieren,4170,5610
2017/11,10,Troisvierges,15390,18390
2017/11,10,Walferdange,12450,13800
2017/11,10,Wiltz,21570,22500
2017/11,10,Wilwerwiltz,5340,5940
2017/11,30,Betzdorf,2670,2910
2017/11,30,Cents-Hamm,1590,1320
2017/11,30,Igel,1470,2430
2017/11,30,Konz,5010,7380
2017/11,30,Luxembourg,57840,55860
2017/11,30,Manternach,2310,1890
2017/11,30,Mertert,2940,2640
2017/11,30,Munsbach,5880,6120
2017/11,30,Oetrange,2670,3300
2017/11,30,Roodt-sur-Syre,3180,3210
2017/11,30,Contern,8700,10920
2017/11,30,Trier,17940,13170
2017/11,30,Trier,6540,6930
2017/11,30,Wasserbillig,15720,16080
2017/11,30,Wecker,8400,8040
2017/11,50,Arlon,55110,49140
2017/11,50,Bertrange,7470,6180
2017/11,50,Capellen,5550,4440
2017/11,50,Kleinbettingen,9120,8460
2017/11,50,Luxembourg,97860,100950
2017/11,50,Mamer,8040,7650
2017/11,50,Mamer,5310,6330
2017/11,60,Athus,60,0
2017/11,60,Audun-le-Tiche,15480,10950
2017/11,60,Belval,10890,10500
2017/11,60,Belval,4050,4350
2017/11,60,Belval,62490,59190
2017/11,60,Belvaux,2490,3420
2017/11,60,Berchem,13110,18630
2017/11,60,Bettembourg,106410,115920
2017/11,60,Differdange,43500,54630
2017/11,60,Dudelange,12090,10740
2017/11,60,Dudelange,16470,13950
2017/11,60,Dudelange,7200,9300
2017/11,60,Dudelange,25680,24930
2017/11,60,Esch-sur-Alzette,148320,164250
2017/11,60,Kayl,600,420
2017/11,60,Lamadelaine,12390,8760
2017/11,60,Longwy,0,0
2017/11,60,Luxembourg,279030,235950
2017/11,60,Niederkorn,7560,8100
2017/11,60,Noertzange,9180,9870
2017/11,60,Oberkorn,8940,9360
2017/11,60,Pétange,23070,25650
2017/11,60,Rodange,18000,24240
2017/11,60,Rumelange,1110,1020
2017/11,60,Schifflange,36360,40650
2017/11,60,Tétange,390,240
2017/11,60,Volmerange-les-Mines,5040,4890
2017/11,70,Athus,19560,18180
2017/11,70,NA,150,270
2017/11,70,Bascharage,22740,24750
2017/11,70,Dippach,10530,9720
2017/11,70,NA,960,840
2017/11,70,Hollerich,12420,19800
2017/11,70,Lamadelaine,10320,9330
2017/11,70,Leudelange,2370,2820
2017/11,70,Longwy,20040,24870
2017/11,70,Luxembourg,140790,141030
2017/11,70,Pétange,42330,39270
2017/11,70,Rodange,51090,44880
2017/11,70,Schouweiler,3270,2340
2017/11,70,Virton,1770,1620
2017/11,90,Bettembourg,32070,32940
2017/11,90,Hettange-Grande,24270,24660
2017/11,90,Luxembourg,268170,256770
2017/11,90,Thionville,82890,98940
2017/12,10,Clervaux,8267,11393
2017/12,10,Colmar-Berg,3706,5227
2017/12,10,Cruchten,2717,3650
2017/12,10,Diekirch,21805,19248
2017/12,10,Dommeldange,14182,14543
2017/12,10,Drauffelt,2667,2922
2017/12,10,Ettelbruck,65150,64368
2017/12,10,Goebelsmühle,1652,1229
2017/12,10,Gouvy,826,118
2017/12,10,Heisdorf,4797,5288
2017/12,10,Kautenbach,27874,30416
2017/12,10,Lintgen,9453,9732
2017/12,10,Lorentzweiler,7936,7484
2017/12,10,Luxembourg,164981,145603
2017/12,10,Merkholtz,144,114
2017/12,10,Mersch,48367,56329
2017/12,10,Michelau,2579,3079
2017/12,10,Wiltz,160,320
2017/12,10,Pfaffenthal-Kirchberg,21916,21222
2017/12,10,Schieren,4629,5361
2017/12,10,Troisvierges,8595,13083
2017/12,10,Walferdange,9997,10240
2017/12,10,Wiltz,17217,17284
2017/12,10,Wilwerwiltz,2778,3772
2017/12,16,Belval,8102,13670
2017/12,16,Bettembourg,12234,21628
2017/12,16,Clervaux,5710,4516
2017/12,16,Differdange,6546,7080
2017/12,16,Dommeldange,2684,3554
2017/12,16,Drauffelt,1138,1060
2017/12,16,Esch-sur-Alzette,18740,17484
2017/12,16,Ettelbruck,20554,16360
2017/12,16,Goebelsmühle,1298,1684
2017/12,16,Howald,644,1250
2017/12,16,Kautenbach,7454,4426
2017/12,16,Lamadelaine,1330,1614
2017/12,16,Luxembourg,67150,52894
2017/12,16,Mersch,12374,12568
2017/12,16,Michelau,142,144
2017/12,16,Noertzange,1656,1568
2017/12,16,Pétange,8290,3144
2017/12,16,Pfaffenthal-Kirchberg,2996,10488
2017/12,16,Rodange,3628,7584
2017/12,16,Schifflange,4534,4406
2017/12,16,Troisvierges,5660,4400
2017/12,16,Walferdange,1976,2704
2017/12,16,Wilwerwiltz,1268,1726
2017/12,30,Betzdorf,1205,1635
2017/12,30,Cents-Hamm,597,506
2017/12,30,Igel,1251,1867
2017/12,30,Konz,4987,7122
2017/12,30,Luxembourg,46012,48240
2017/12,30,Manternach,1241,1159
2017/12,30,Mertert,1372,1324
2017/12,30,Munsbach,2692,3000
2017/12,30,Oetrange,1473,1588
2017/12,30,Roodt-sur-Syre,1576,1645
2017/12,30,Contern,7092,8578
2017/12,30,Trier,23460,15147
2017/12,30,Trier,6092,6999
2017/12,30,Wasserbillig,14258,15100
2017/12,30,Wecker,4242,3880
2017/12,60,Belval,938,930
2017/12,60,Belval,754,734
2017/12,60,Belval,10046,9614
2017/12,60,Belvaux,696,1800
2017/12,60,Berchem,3108,2486
2017/12,60,Bettembourg,12234,8878
2017/12,30,Betzdorf,1592,1528
2017/12,30,Cents-Hamm,718,708
2017/12,60,Differdange,6720,4276
2017/12,60,Esch-sur-Alzette,20054,14752
2017/12,60,Howald,2782,1252
2017/12,60,Luxembourg,29052,41702
2017/12,30,Manternach,1112,1072
2017/12,30,Mertert,1242,1170
2017/12,30,Munsbach,2016,1608
2017/12,60,Niederkorn,2110,1506
2017/12,60,Noertzange,1306,1014
2017/12,60,Oberkorn,2018,1356
2017/12,30,Oetrange,1172,1618
2017/12,60,Pétange,2804,4826
2017/12,30,Roodt-sur-Syre,1758,2290
2017/12,30,Contern,2156,2358
2017/12,60,Schifflange,4394,3620
2017/12,30,Wasserbillig,4274,3854
2017/12,30,Wecker,2464,2468
2017/12,50,Arlon,50399,36136
2017/12,50,Bertrange,6669,6512
2017/12,50,Capellen,4709,4182
2017/12,50,Kleinbettingen,8968,9324
2017/12,50,Luxembourg,85686,97077
2017/12,50,Mamer,8284,7495
2017/12,50,Mamer,2609,3913
2017/12,60,Athus,18,0
2017/12,60,Audun-le-Tiche,12646,9447
2017/12,60,Belval,6029,3854
2017/12,60,Belval,2139,2535
2017/12,60,Belval,45337,43643
2017/12,60,Belvaux,1551,1890
2017/12,60,Berchem,8699,10641
2017/12,60,Bettembourg,83629,88168
2017/12,60,Differdange,30536,33639
2017/12,60,Dudelange,8999,8856
2017/12,60,Dudelange,11767,11869
2017/12,60,Dudelange,5678,6902
2017/12,60,Dudelange,21988,19355
2017/12,60,Esch-sur-Alzette,110046,108109
2017/12,60,Howald,1412,2488
2017/12,60,Kayl,192,370
2017/12,60,Lamadelaine,5019,7806
2017/12,60,Longwy,0,0
2017/12,60,Luxembourg,173019,165583
2017/12,60,Niederkorn,4052,6426
2017/12,60,Noertzange,6762,5933
2017/12,60,Oberkorn,5706,6032
2017/12,60,Pétange,18297,17773
2017/12,60,Rodange,13866,14464
2017/12,60,Rumelange,483,696
2017/12,60,Schifflange,23646,25819
2017/12,60,Tétange,123,216
2017/12,60,Volmerange-les-Mines,3264,3539
2017/12,70,Athus,17604,16558
2017/12,70,NA,69,385
2017/12,70,Bascharage,15390,16001
2017/12,70,Dippach,8231,7416
2017/12,70,NA,516,760
2017/12,70,Hollerich,7298,13854
2017/12,70,Lamadelaine,7476,7213
2017/12,70,Leudelange,2139,2720
2017/12,70,Longwy,7790,8107
2017/12,70,Luxembourg,93949,102579
2017/12,70,Pétange,31191,28023
2017/12,70,Rodange,41049,30156
2017/12,70,Schouweiler,2375,2218
2017/12,70,Virton,1103,1208
2017/12,70,Bascharage,4174,3348
2017/12,70,Dippach,4670,3778
2017/12,10,Dommeldange,1038,1252
2017/12,70,Hollerich,2520,4568
2017/12,70,Longwy,10340,11410
2017/12,70,Luxembourg,28968,29300
2017/12,10,Mersch,1342,5488
2017/12,70,Pétange,8020,5898
2017/12,10,Pfaffenthal-Kirchberg,9228,8394
2017/12,70,Rodange,10310,7142
2017/12,90,Bettembourg,30847,32262
2017/12,90,Hettange-Grande,23625,26044
2017/12,90,Howald,854,1740
2017/12,90,Luxembourg,252309,275499
2017/12,90,Thionville,140071,108438
2018/01,10,Clervaux,8459,9395
2018/01,10,Colmar-Berg,4642,6967
2018/01,10,Cruchten,3305,5393
2018/01,10,Diekirch,26359,22176
2018/01,10,Dommeldange,15154,15005
2018/01,10,Drauffelt,4035,2577
2018/01,10,Ettelbruck,76106,62007
2018/01,10,Goebelsmühle,3848,464
2018/01,10,Gouvy,391,4
2018/01,10,Heisdorf,5169,6350
2018/01,10,Kautenbach,29866,29999
2018/01,10,Lintgen,10074,11670
2018/01,10,Lorentzweiler,6583,9245
2018/01,10,Luxembourg,156851,155488
2018/01,10,Merkholtz,9,570
2018/01,10,Mersch,55237,65329
2018/01,10,Michelau,2621,3136
2018/01,10,Wiltz,10,20
2018/01,10,Pfaffenthal-Kirchberg,40924,36312
2018/01,10,Schieren,5160,6180
2018/01,10,Troisvierges,7341,10095
2018/01,10,Walferdange,11329,12166
2018/01,10,Wiltz,21222,21508
2018/01,10,Wilwerwiltz,2418,3835
2018/01,16,Belval,15752,29189
2018/01,16,Bettembourg,15780,24031
2018/01,16,Clervaux,12205,7957
2018/01,16,Differdange,10692,14520
2018/01,16,Dommeldange,4832,6758
2018/01,16,Drauffelt,2473,3643
2018/01,16,Esch-sur-Alzette,33623,30198
2018/01,16,Ettelbruck,39436,34732
2018/01,16,Goebelsmühle,1859,3637
2018/01,16,Howald,2153,2246
2018/01,16,Kautenbach,13835,7948
2018/01,16,Lamadelaine,7135,1338
2018/01,16,Luxembourg,99640,75472
2018/01,16,Mersch,23108,27313
2018/01,16,Michelau,394,876
2018/01,16,Noertzange,3120,3272
2018/01,16,Pétange,7312,7479
2018/01,16,Pfaffenthal-Kirchberg,9017,20409
2018/01,16,Rodange,5017,4332
2018/01,16,Schifflange,7810,10805
2018/01,16,Troisvierges,8603,6074
2018/01,16,Walferdange,4064,5032
2018/01,16,Wilwerwiltz,1739,2329
2018/01,30,Betzdorf,1004,1233
2018/01,30,Cents-Hamm,126,185
2018/01,30,Igel,1143,2026
2018/01,30,Konz,4390,7389
2018/01,30,Luxembourg,45283,41376
2018/01,30,Manternach,893,1015
2018/01,30,Mertert,1246,922
2018/01,30,Munsbach,1684,1527
2018/01,30,Oetrange,1197,838
2018/01,30,Roodt-sur-Syre,1045,1198
2018/01,30,Contern,6477,7402
2018/01,30,Trier,19983,16020
2018/01,30,Trier,6536,7095
2018/01,30,Wasserbillig,13130,15433
2018/01,30,Wecker,3483,1930
2018/01,60,Belval,3548,5109
2018/01,60,Belval,1462,2177
2018/01,60,Belval,12182,10802
2018/01,60,Belvaux,2625,1353
2018/01,60,Berchem,5646,4268
2018/01,60,Bettembourg,12129,10435
2018/01,30,Betzdorf,2792,3235
2018/01,30,Cents-Hamm,1819,1704
2018/01,60,Differdange,8742,5356
2018/01,60,Esch-sur-Alzette,22868,19366
2018/01,60,Howald,2605,2332
2018/01,60,Luxembourg,41964,50849
2018/01,30,Manternach,1874,2323
2018/01,30,Mertert,2148,2208
2018/01,30,Munsbach,3531,3243
2018/01,60,Niederkorn,3205,3084
2018/01,60,Noertzange,1738,1599
2018/01,60,Oberkorn,2726,2511
2018/01,30,Oetrange,2207,3331
2018/01,60,Pétange,4769,8879
2018/01,30,Roodt-sur-Syre,2361,3571
2018/01,30,Contern,3542,4119
2018/01,60,Schifflange,6740,4877
2018/01,30,Wasserbillig,9212,4205
2018/01,30,Wecker,3472,4964
2018/01,50,Arlon,59879,41863
2018/01,50,Bertrange,8283,7403
2018/01,50,Capellen,5432,4713
2018/01,50,Kleinbettingen,10489,10884
2018/01,50,Luxembourg,97188,119637
2018/01,50,Mamer,8362,7735
2018/01,50,Mamer,4241,8794
2018/01,60,Audun-le-Tiche,13978,12591
2018/01,60,Belval,8180,2120
2018/01,60,Belval,1122,1344
2018/01,60,Belval,38065,33350
2018/01,60,Belvaux,1473,1470
2018/01,60,Berchem,7535,6846
2018/01,60,Bettembourg,76342,86578
2018/01,60,Differdange,27464,31740
2018/01,60,Dudelange,8771,9141
2018/01,60,Dudelange,12955,12058
2018/01,60,Dudelange,5549,7595
2018/01,60,Dudelange,21472,19775
2018/01,60,Esch-sur-Alzette,98901,87775
2018/01,60,Howald,2753,3523
2018/01,60,Kayl,60,340
2018/01,60,Lamadelaine,5187,7392
2018/01,60,Luxembourg,151251,153367
2018/01,60,Niederkorn,3218,3939
2018/01,60,Noertzange,6435,5732
2018/01,60,Oberkorn,4311,4709
2018/01,60,Pétange,17796,14284
2018/01,60,Rodange,9234,12286
2018/01,60,Rumelange,513,882
2018/01,60,Schifflange,20121,22834
2018/01,60,Tétange,30,186
2018/01,60,Volmerange-les-Mines,3873,4808
2018/01,70,Athus,16893,18655
2018/01,70,NA,120,493
2018/01,70,Bascharage,15681,16700
2018/01,70,Dippach,7394,8499
2018/01,70,NA,666,1009
2018/01,70,Hollerich,6458,11562
2018/01,70,Lamadelaine,6708,8029
2018/01,70,Leudelange,2430,2693
2018/01,70,Longwy,3251,808
2018/01,70,Luxembourg,92221,88338
2018/01,70,Pétange,25773,28791
2018/01,70,Rodange,34527,29928
2018/01,70,Schouweiler,2597,2290
2018/01,70,Virton,1280,1556
2018/01,70,Bascharage,6772,6231
2018/01,70,Dippach,4229,1909
2018/01,10,Dommeldange,2406,4339
2018/01,70,Hollerich,4476,5879
2018/01,70,Longwy,16247,22699
2018/01,70,Luxembourg,51945,49256
2018/01,10,Mersch,5602,8800
2018/01,70,Pétange,11653,12279
2018/01,10,Pfaffenthal-Kirchberg,15960,10671
2018/01,70,Rodange,15692,12977
2018/01,90,Bettembourg,30758,35862
2018/01,90,Hettange-Grande,22701,34465
2018/01,90,Howald,1121,9828
2018/01,90,Luxembourg,271074,260082
2018/01,90,Thionville,203312,123615
2018/02,10,Clervaux,6968,8005
2018/02,10,Colmar-Berg,3588,5151
2018/02,10,Cruchten,2721,4156
2018/02,10,Diekirch,22071,17494
2018/02,10,Dommeldange,12009,11627
2018/02,10,Drauffelt,2353,2232
2018/02,10,Ettelbruck,57237,53914
2018/02,10,Goebelsmühle,393,364
2018/02,10,Gouvy,499,54
2018/02,10,Heisdorf,4359,5244
2018/02,10,Kautenbach,28022,25530
2018/02,10,Lintgen,8830,9667
2018/02,10,Lorentzweiler,5886,7832
2018/02,10,Luxembourg,135305,133591
2018/02,10,Merkholtz,81,361
2018/02,10,Mersch,45976,49657
2018/02,10,Michelau,2390,2625
2018/02,10,Wiltz,0,0
2018/02,10,Pfaffenthal-Kirchberg,37008,32949
2018/02,10,Schieren,4530,5281
2018/02,10,Troisvierges,8038,9133
2018/02,10,Walferdange,9082,10357
2018/02,10,Wiltz,16926,17460
2018/02,10,Wilwerwiltz,2471,3363
2018/02,16,Belval,15406,24318
2018/02,16,Bettembourg,15150,20331
2018/02,16,Clervaux,9693,6885
2018/02,16,Differdange,10669,13010
2018/02,16,Dommeldange,3740,4809
2018/02,16,Drauffelt,1650,2711
2018/02,16,Esch-sur-Alzette,29133,27745
2018/02,16,Ettelbruck,34105,26875
2018/02,16,Goebelsmühle,1233,2574
2018/02,16,Howald,1730,2384
2018/02,16,Kautenbach,10866,7380
2018/02,16,Lamadelaine,6998,1563
2018/02,16,Luxembourg,86975,75732
2018/02,16,Mersch,19130,20335
2018/02,16,Michelau,328,812
2018/02,16,Noertzange,2115,2561
2018/02,16,Pétange,6302,5864
2018/02,16,Pfaffenthal-Kirchberg,10326,17908
2018/02,16,Rodange,4583,4372
2018/02,16,Schifflange,7928,8597
2018/02,16,Troisvierges,6546,5425
2018/02,16,Walferdange,3539,4989
2018/02,16,Wilwerwiltz,1215,2199
2018/02,30,Betzdorf,724,1048
2018/02,30,Cents-Hamm,177,159
2018/02,30,Igel,907,1783
2018/02,30,Konz,4223,6501
2018/02,30,Luxembourg,38968,37954
2018/02,30,Manternach,695,852
2018/02,30,Mertert,913,692
2018/02,30,Munsbach,1481,1372
2018/02,30,Oetrange,1038,854
2018/02,30,Roodt-sur-Syre,852,946
2018/02,30,Contern,6601,6104
2018/02,30,Trier,18198,14334
2018/02,30,Trier,5426,6489
2018/02,30,Wasserbillig,11869,14352
2018/02,30,Wecker,2751,1780
2018/02,60,Belval,2276,3593
2018/02,60,Belval,949,943
2018/02,60,Belval,10798,12865
2018/02,60,Belvaux,1484,1418
2018/02,60,Berchem,4712,4035
2018/02,60,Bettembourg,13479,10593
2018/02,30,Betzdorf,2062,2590
2018/02,30,Cents-Hamm,1299,1095
2018/02,60,Differdange,8264,5766
2018/02,60,Esch-sur-Alzette,22977,20400
2018/02,60,Howald,3156,1417
2018/02,60,Luxembourg,43473,46519
2018/02,30,Manternach,1233,2227
2018/02,30,Mertert,1500,1914
2018/02,30,Munsbach,2600,2287
2018/02,60,Niederkorn,2628,2185
2018/02,60,Noertzange,1613,1386
2018/02,60,Oberkorn,2398,2208
2018/02,30,Oetrange,1950,2383
2018/02,60,Pétange,4247,6967
2018/02,30,Roodt-sur-Syre,1982,2598
2018/02,30,Contern,2962,3097
2018/02,60,Schifflange,6690,4981
2018/02,30,Wasserbillig,5219,5163
2018/02,30,Wecker,3160,4481
2018/02,50,Arlon,49825,37538
2018/02,50,Bertrange,6698,6357
2018/02,50,Capellen,4190,4143
2018/02,50,Kleinbettingen,8699,9584
2018/02,50,Luxembourg,90698,91944
2018/02,50,Mamer,7068,6811
2018/02,50,Mamer,2244,6976
2018/02,60,Audun-le-Tiche,11426,9231
2018/02,60,Belval,5253,1724
2018/02,60,Belval,1027,1313
2018/02,60,Belval,34770,31726
2018/02,60,Belvaux,1332,1256
2018/02,60,Berchem,6954,5957
2018/02,60,Bettembourg,66777,66581
2018/02,60,Differdange,23185,26958
2018/02,60,Dudelange,6218,6406
2018/02,60,Dudelange,9325,9989
2018/02,60,Dudelange,4440,6678
2018/02,60,Dudelange,16617,14670
2018/02,60,Esch-sur-Alzette,85673,76214
2018/02,60,Howald,2245,3399
2018/02,60,Kayl,19,261
2018/02,60,Lamadelaine,3711,6577
2018/02,60,Luxembourg,123717,130741
2018/02,60,Niederkorn,3022,3984
2018/02,60,Noertzange,5514,4684
2018/02,60,Oberkorn,3933,4541
2018/02,60,Pétange,15556,12731
2018/02,60,Rodange,9124,10809
2018/02,60,Rumelange,350,659
2018/02,60,Schifflange,17319,19674
2018/02,60,Tétange,0,168
2018/02,60,Volmerange-les-Mines,2773,3369
2018/02,70,Athus,14486,14898
2018/02,70,NA,121,422
2018/02,70,Bascharage,13130,14490
2018/02,70,Dippach,6084,7403
2018/02,70,NA,517,771
2018/02,70,Hollerich,5494,10181
2018/02,70,Lamadelaine,5496,6533
2018/02,70,Leudelange,1940,2584
2018/02,70,Longwy,2672,576
2018/02,70,Luxembourg,81346,76908
2018/02,70,Pétange,23264,26611
2018/02,70,Rodange,31475,26963
2018/02,70,Schouweiler,2038,2057
2018/02,70,Virton,1095,1140
2018/02,70,Bascharage,5469,4253
2018/02,70,Dippach,4502,3006
2018/02,10,Dommeldange,2220,5215
2018/02,70,Hollerich,3566,5121
2018/02,70,Longwy,13251,16459
2018/02,70,Luxembourg,37851,39250
2018/02,10,Mersch,6330,6978
2018/02,70,Pétange,8766,9902
2018/02,10,Pfaffenthal-Kirchberg,12124,6692
